,OBJECTID,FID_1,City,Area,X2016,Cntry_C,Cntry__,Shape_Leng,Shape_Area,ZS_sum,worldpop,lcz_stats,lcz_shares,LCZ_1,LCZ_2,LCZ_3,LCZ_4,LCZ_5,LCZ_6,LCZ_8,LCZ_9,LCZ_10,LCZ_11,LCZ_12,LCZ_14,LCZ_15,LCZ_16,LCZ_17,LCZ_7,LCZ_13,Mean_1981_2010,Mean_2071_2100,Temp_Diff_2071_2100,Continent,Optimize Urban Openness_score,Regulate Densification_score,Restrict Building Height_score,Raise Pervious Surface Fraction Ratio_score,Utilize Reflective Building Materials_score,Increase Green Space and Vegetation Cover_score,Increase Water Bodies_score,Reduce Environmental Pollution_score,Control Heat Emissions From Factories_score,Promote Sustainable Urban Forms_score
473,475,485.0,Imphal,130.680876829,542.447,356.0,India,66930.124922,130680876.829,460260.1183476448,460,"{2: 89, 3: 1306, 4: 3, 5: 366, 6: 4941, 8: 235, 9: 4115, 11: 488, 12: 144, 14: 2677, 15: 6, 16: 6, 17: 12}","{2: 0.006185710314150681, 3: 0.09077008618293023, 4: 0.0002085070892410342, 5: 0.02543786488740617, 6: 0.34341117597998333, 8: 0.01633305532388101, 9: 0.2860022240756186, 11: 0.03391715318320823, 12: 0.010008340283569641, 14: 0.18605782596608283, 15: 0.0004170141784820684, 16: 0.0004170141784820684, 17: 0.0008340283569641367}",0.0,0.006185710314150681,0.09077008618293023,0.0002085070892410342,0.02543786488740617,0.34341117597998333,0.01633305532388101,0.2860022240756186,0.0,0.03391715318320823,0.010008340283569641,0.18605782596608283,0.0004170141784820684,0.0004170141784820684,0.0008340283569641367,0.0,0.0,20.875487329434733,24.101705653021472,3.226218323586739,Asia,0.0969557964970809,0.0969557964970809,0.0002085070892410342,0.1132888518209619,0.11349735891020293,0.11349735891020293,0.11349735891020293,0.01633305532388101,0.01633305532388101,0.01633305532388101
474,476,486.0,Indianapolis,872.61029363,1672.016,840.0,United States of America,507917.486146,872610293.63,802318.2487035207,802,"{1: 57, 2: 41, 3: 904, 4: 72, 5: 808, 6: 59976, 7: 2, 8: 12085, 9: 9512, 10: 29, 11: 4891, 12: 8979, 13: 44, 14: 14851, 15: 294, 16: 616, 17: 300}","{1: 0.0005023752655097346, 2: 0.0003613576471210372, 3: 0.007967495438961405, 4: 0.0006345792827491385, 5: 0.007121389728629221, 6: 0.5286045425300323, 7: 1.762720229858718e-05, 8: 0.10651236988921303, 9: 0.08383497413208063, 10: 0.0002555944333295141, 11: 0.04310732322119495, 12: 0.07913732471950714, 13: 0.00038779845056891797, 14: 0.1308907906681591, 15: 0.0025911987378923152, 16: 0.005429178307964851, 17: 0.002644080344788077}",0.0005023752655097346,0.0003613576471210372,0.007967495438961405,0.0006345792827491385,0.007121389728629221,0.5286045425300323,0.10651236988921303,0.08383497413208063,0.0002555944333295141,0.04310732322119495,0.07913732471950714,0.1308907906681591,0.0025911987378923152,0.005429178307964851,0.002644080344788077,1.762720229858718e-05,0.00038779845056891797,11.686090225563945,16.416259398496273,4.73016917293233,North America,0.008831228351592177,0.008831228351592177,0.0011369545482588731,0.11534359824080521,0.11623377195688386,0.11623377195688386,0.11623377195688386,0.10727033958805228,0.10727033958805228,0.10676796432254254
475,477,487.0,Indio-Cathedral City-Palm Springs,406.244301431,414.345,840.0,United States of America,206989.627739,406244301.431,295331.32440257556,295,"{3: 902, 6: 11267, 8: 10641, 9: 1818, 10: 6, 11: 3, 12: 2337, 13: 336, 14: 1930, 15: 4564, 16: 15028, 17: 21}","{3: 0.018463553927087383, 6: 0.2306306675127423, 8: 0.21781671545247988, 9: 0.03721368186191227, 10: 0.00012281743188749923, 11: 6.140871594374962e-05, 12: 0.04783738972018095, 13: 0.006877776185699957, 14: 0.03950627392381225, 15: 0.09342312652242442, 16: 0.30761672773422305, 17: 0.0004298610116062473}",0.0,0.0,0.018463553927087383,0.0,0.0,0.2306306675127423,0.21781671545247988,0.03721368186191227,0.00012281743188749923,6.140871594374962e-05,0.04783738972018095,0.03950627392381225,0.09342312652242442,0.30761672773422305,0.0004298610116062473,0.0,0.006877776185699957,23.745082449941144,27.41273557126034,3.667653121319198,North America,0.018463553927087383,0.018463553927087383,0.0,0.23628026937956725,0.23640308681145475,0.23640308681145475,0.23640308681145475,0.21793953288436738,0.21793953288436738,0.21793953288436738
476,478,488.0,Ipoh,426.924515898,751.675,458.0,Malaysia,281986.335146,426924515.898,739211.1552857384,739,"{2: 95, 3: 2256, 4: 63, 5: 380, 6: 14124, 8: 7667, 9: 3145, 10: 8, 11: 11767, 12: 2855, 14: 230, 15: 4, 16: 150, 17: 96}","{2: 0.0022175536881419234, 3: 0.05266106442577031, 4: 0.0014705882352941176, 5: 0.008870214752567693, 6: 0.3296918767507003, 8: 0.17896825396825397, 9: 0.07341269841269842, 10: 0.00018674136321195143, 11: 0.2746732026143791, 12: 0.06664332399626517, 14: 0.005368814192343604, 15: 9.337068160597572e-05, 16: 0.0035014005602240898, 17: 0.002240896358543417}",0.0,0.0022175536881419234,0.05266106442577031,0.0014705882352941176,0.008870214752567693,0.3296918767507003,0.17896825396825397,0.07341269841269842,0.00018674136321195143,0.2746732026143791,0.06664332399626517,0.005368814192343604,9.337068160597572e-05,0.0035014005602240898,0.002240896358543417,0.0,0.0,26.56265120967745,29.088222446236593,2.5255712365591414,Asia,0.05487861811391223,0.05487861811391223,0.0014705882352941176,0.2338468720821662,0.23550420168067226,0.23550420168067226,0.23550420168067226,0.17915499533146592,0.17915499533146592,0.17915499533146592
477,479,489.0,Iquique,79.1367257653,370.365,152.0,Chile,67221.7466581,79136725.7653,208634.22380702198,209,"{1: 4, 2: 64, 3: 932, 6: 7, 8: 1886, 9: 2, 10: 20, 13: 1, 14: 10, 15: 1514, 16: 3829, 17: 2}","{1: 0.0004836174585902551, 2: 0.007737879337444082, 3: 0.11268286785152944, 6: 0.0008463305525329464, 8: 0.2280256317253053, 9: 0.00024180872929512756, 10: 0.0024180872929512754, 13: 0.00012090436464756378, 14: 0.0012090436464756377, 15: 0.18304920807641156, 16: 0.4629428122355217, 17: 0.00024180872929512756}",0.0004836174585902551,0.007737879337444082,0.11268286785152944,0.0,0.0,0.0008463305525329464,0.2280256317253053,0.00024180872929512756,0.0024180872929512754,0.0,0.0,0.0012090436464756377,0.18304920807641156,0.4629428122355217,0.00024180872929512756,0.0,0.00012090436464756378,17.787166666666703,21.31600000000003,3.5288333333333313,South America,0.12090436464756377,0.12090436464756377,0.0004836174585902551,0.34892999637286903,0.3513480836658203,0.3513480836658203,0.3513480836658203,0.23092733647684685,0.23092733647684685,0.23044371901825658
478,480,490.0,Iquitos,84.9517550542,443.169,604.0,Peru,63148.5100081,84951755.0542,64567.18089571595,65,"{2: 57, 3: 705, 4: 5, 5: 34, 6: 1345, 8: 777, 9: 344, 10: 7, 11: 3152, 12: 387, 14: 128, 15: 3, 17: 1576}","{2: 0.006690140845070422, 3: 0.08274647887323944, 4: 0.0005868544600938967, 5: 0.003990610328638498, 6: 0.15786384976525822, 8: 0.09119718309859155, 9: 0.04037558685446009, 10: 0.0008215962441314554, 11: 0.3699530516431925, 12: 0.04542253521126761, 14: 0.015023474178403756, 15: 0.00035211267605633805, 17: 0.18497652582159624}",0.0,0.006690140845070422,0.08274647887323944,0.0005868544600938967,0.003990610328638498,0.15786384976525822,0.09119718309859155,0.04037558685446009,0.0008215962441314554,0.3699530516431925,0.04542253521126761,0.015023474178403756,0.00035211267605633805,0.0,0.18497652582159624,0.0,0.0,25.730442176870778,28.97372448979595,3.2432823129251744,South America,0.08943661971830986,0.08943661971830986,0.0005868544600938967,0.18063380281690142,0.18204225352112677,0.18204225352112677,0.18204225352112677,0.09201877934272301,0.09201877934272301,0.09201877934272301
479,481,491.0,Irbid,163.716578835,310.034,400.0,Jordan,62238.1351637,163716578.835,412682.18585824966,413,"{2: 27, 3: 3314, 5: 2, 6: 6236, 8: 293, 9: 4344, 12: 1, 13: 673, 14: 442, 15: 443, 16: 3646}","{2: 0.0013902476700478864, 3: 0.17064002883476648, 5: 0.00010298130889243603, 6: 0.3210957211266155, 8: 0.015086761752741878, 9: 0.22367540291437105, 12: 5.149065444621801e-05, 13: 0.034653210442304724, 14: 0.02275886926522836, 15: 0.02281035991967458, 16: 0.18773492611091086}",0.0,0.0013902476700478864,0.17064002883476648,0.0,0.00010298130889243603,0.3210957211266155,0.015086761752741878,0.22367540291437105,0.0,0.0,5.149065444621801e-05,0.02275886926522836,0.02281035991967458,0.18773492611091086,0.0,0.0,0.034653210442304724,17.452629629629666,21.07092592592596,3.618296296296297,Asia,0.17203027650481437,0.17203027650481437,0.0,0.18711703825755624,0.18711703825755624,0.18711703825755624,0.18711703825755624,0.015086761752741878,0.015086761752741878,0.015086761752741878
480,482,492.0,Irbil (Erbil),288.146639696,1200.443,368.0,Iraq,87942.4354738,288146639.696,207858.55783820152,208,"{2: 947, 3: 3648, 5: 9, 6: 5579, 8: 11342, 9: 2414, 11: 1, 12: 2, 13: 163, 14: 238, 15: 396, 16: 10961, 17: 1}","{2: 0.026525867622755665, 3: 0.1021820117083555, 5: 0.0002520937788857455, 6: 0.156270132489286, 8: 0.3176941822357917, 9: 0.06761715358113218, 11: 2.8010419876193944e-05, 12: 5.602083975238789e-05, 13: 0.004565698439819613, 14: 0.006666479930534159, 15: 0.011092126270972802, 16: 0.30702221226296184, 17: 2.8010419876193944e-05}",0.0,0.026525867622755665,0.1021820117083555,0.0,0.0002520937788857455,0.156270132489286,0.3176941822357917,0.06761715358113218,0.0,2.8010419876193944e-05,5.602083975238789e-05,0.006666479930534159,0.011092126270972802,0.30702221226296184,2.8010419876193944e-05,0.0,0.004565698439819613,19.765875912408795,24.28452960259533,4.518653690186536,Asia,0.12870787933111116,0.12870787933111116,0.0,0.4464020615669029,0.4464020615669029,0.4464020615669029,0.4464020615669029,0.3176941822357917,0.3176941822357917,0.3176941822357917
481,483,493.0,Irkutsk,253.103465403,579.676,643.0,Russian Federation,334356.497294,253103465.40300003,528163.256598115,528,"{1: 653, 2: 897, 3: 334, 4: 657, 5: 6292, 6: 11402, 8: 5858, 9: 92, 10: 20, 11: 3219, 12: 2018, 14: 7200, 15: 190, 16: 57, 17: 2489}","{1: 0.015781333075547393, 2: 0.02167818647590507, 3: 0.00807192227753879, 4: 0.01587800280342211, 5: 0.1520614819469283, 6: 0.27555705930687807, 8: 0.14157281647252162, 9: 0.0022234037411184688, 10: 0.00048334863937358016, 11: 0.07779496350717773, 12: 0.048769877712794237, 14: 0.17400551017448887, 15: 0.0045918120740490115, 16: 0.0013775436222147035, 17: 0.060152738170042054}",0.015781333075547393,0.02167818647590507,0.00807192227753879,0.01587800280342211,0.1520614819469283,0.27555705930687807,0.14157281647252162,0.0022234037411184688,0.00048334863937358016,0.07779496350717773,0.048769877712794237,0.17400551017448887,0.0045918120740490115,0.0013775436222147035,0.060152738170042054,0.0,0.0,0.5857993197279238,5.526819727891191,4.941020408163267,Europe,0.045531441828991256,0.045531441828991256,0.031659335878969505,0.1871042583015129,0.20346560974430858,0.20346560974430858,0.20346560974430858,0.15783749818744258,0.15783749818744258,0.1420561651118952
482,484,494.0,Rawalpindi Islamabad,626.333372793,4014.732,586.0,Pakistan,166361.558369,626333372.793,2878358.148175239,2878,"{2: 8, 3: 11029, 4: 1, 5: 221, 6: 26664, 7: 14, 8: 3080, 9: 8384, 11: 2693, 12: 845, 13: 308, 14: 18236, 15: 99, 16: 3605, 17: 61}","{2: 0.00010631511800978098, 3: 0.14656867956623432, 4: 1.3289389751222623e-05, 5: 0.0029369551350201997, 6: 0.35434828832660004, 7: 0.00018605145651711674, 8: 0.04093132043376568, 9: 0.11141824367425048, 11: 0.035788326600042525, 12: 0.011229534339783118, 13: 0.004093132043376568, 14: 0.24234531150329577, 15: 0.0013156495853710397, 16: 0.04790825005315756, 17: 0.0008106527748245801}",0.0,0.00010631511800978098,0.14656867956623432,1.3289389751222623e-05,0.0029369551350201997,0.35434828832660004,0.04093132043376568,0.11141824367425048,0.0,0.035788326600042525,0.011229534339783118,0.24234531150329577,0.0013156495853710397,0.04790825005315756,0.0008106527748245801,0.00018605145651711674,0.004093132043376568,21.21677130898025,24.648687214611908,3.4319159056316586,Asia,0.1466749946842441,0.1466749946842441,1.3289389751222623e-05,0.1876063151180098,0.18761960450776102,0.18761960450776102,0.18761960450776102,0.04093132043376568,0.04093132043376568,0.04093132043376568
483,485,495.0,Ivanovo,142.117012486,389.221,643.0,Russian Federation,113242.30438300001,142117012.486,384704.13311540335,385,"{2: 41, 3: 117, 4: 293, 5: 3751, 6: 10378, 8: 1711, 9: 255, 10: 3, 11: 4704, 12: 1753, 14: 2911, 15: 4, 16: 56, 17: 99}","{2: 0.0015723270440251573, 3: 0.0044868844914864245, 4: 0.011236385948765148, 5: 0.1438487498082528, 6: 0.39799048933885567, 8: 0.06561589200797668, 9: 0.009779107225034514, 10: 0.0001150483202945237, 11: 0.18039576622181316, 12: 0.06722656849210001, 14: 0.11163522012578617, 15: 0.00015339776039269826, 16: 0.0021475686454977758, 17: 0.003796594569719282}",0.0,0.0015723270440251573,0.0044868844914864245,0.011236385948765148,0.1438487498082528,0.39799048933885567,0.06561589200797668,0.009779107225034514,0.0001150483202945237,0.18039576622181316,0.06722656849210001,0.11163522012578617,0.00015339776039269826,0.0021475686454977758,0.003796594569719282,0.0,0.0,4.41075357535757,9.25772827282732,4.84697469746975,Europe,0.006059211535511581,0.006059211535511581,0.011236385948765148,0.07167510354348827,0.08302653781254793,0.08302653781254793,0.08302653781254793,0.0657309403282712,0.0657309403282712,0.0657309403282712
484,486,496.0,Izhevsk,167.515528709,620.019,643.0,Russian Federation,134807.167542,167515528.709,534040.2502024323,534,"{1: 19, 2: 87, 3: 297, 4: 1287, 5: 6180, 6: 6640, 8: 4955, 9: 296, 10: 53, 11: 5197, 12: 1960, 14: 3635, 16: 7, 17: 8}","{1: 0.0006204892067535352, 2: 0.0028411874203977663, 3: 0.009699226021357891, 4: 0.0420299794258842, 5: 0.20182227882825512, 6: 0.21684464909702492, 8: 0.16181705365598772, 9: 0.009666568694686652, 10: 0.0017308383135756506, 11: 0.1697201267104275, 12: 0.06400836027562784, 14: 0.11870938244995265, 16: 0.00022860128669867084, 17: 0.00026125861336990955}",0.0006204892067535352,0.0028411874203977663,0.009699226021357891,0.0420299794258842,0.20182227882825512,0.21684464909702492,0.16181705365598772,0.009666568694686652,0.0017308383135756506,0.1697201267104275,0.06400836027562784,0.11870938244995265,0.0,0.00022860128669867084,0.00026125861336990955,0.0,0.0,3.1806870937790497,8.298026926648133,5.117339832869083,Europe,0.013160902648509193,0.013160902648509193,0.04265046863263773,0.17497795630449692,0.21873877404395678,0.21873877404395678,0.21873877404395678,0.1641683811763169,0.1641683811763169,0.16354789196956337
485,487,497.0,Izmir,350.026740538,3090.176,792.0,Turkey,192050.401062,350026740.538,2371899.9954788387,2372,"{2: 218, 3: 9013, 4: 56, 5: 159, 6: 11291, 8: 10493, 9: 2370, 10: 251, 11: 3426, 12: 1803, 13: 1462, 14: 2365, 15: 76, 16: 1178, 17: 120}","{2: 0.00492310471759897, 3: 0.20354102210880512, 4: 0.0012646507531446896, 5: 0.0035907048169643864, 6: 0.25498520810279807, 8: 0.23696393487048623, 9: 0.05352182651701633, 10: 0.005668345339987805, 11: 0.07736952643345904, 12: 0.040717237641426346, 13: 0.03301641787674172, 14: 0.05340891127119984, 15: 0.0017163117364106502, 16: 0.026602831914365077, 17: 0.0027099658995957633}",0.0,0.00492310471759897,0.20354102210880512,0.0012646507531446896,0.0035907048169643864,0.25498520810279807,0.23696393487048623,0.05352182651701633,0.005668345339987805,0.07736952643345904,0.040717237641426346,0.05340891127119984,0.0017163117364106502,0.026602831914365077,0.0027099658995957633,0.0,0.03301641787674172,17.278573717948753,21.45075320512824,4.172179487179488,Asia,0.20846412682640408,0.20846412682640408,0.0012646507531446896,0.4454280616968903,0.4523610577900228,0.4523610577900228,0.4523610577900228,0.24263228021047403,0.24263228021047403,0.24263228021047403
486,488,498.0,Izmit,195.665370931,307.912,792.0,Turkey,152760.485174,195665370.931,642533.0771647394,643,"{2: 149, 3: 2094, 4: 160, 5: 402, 6: 10129, 8: 4483, 9: 2181, 10: 347, 11: 2873, 12: 1527, 14: 1063, 15: 1, 16: 7, 17: 1}","{2: 0.005862218200417044, 3: 0.0823858047763308, 4: 0.0062949994098438055, 5: 0.015816186017232562, 6: 0.3985128063894244, 8: 0.17637801471456113, 9: 0.08580871070543337, 10: 0.013652279970098753, 11: 0.11303458315300782, 12: 0.060077900617696814, 14: 0.04182240232914978, 15: 3.934374631152378e-05, 16: 0.0002754062241806665, 17: 3.934374631152378e-05}",0.0,0.005862218200417044,0.0823858047763308,0.0062949994098438055,0.015816186017232562,0.3985128063894244,0.17637801471456113,0.08580871070543337,0.013652279970098753,0.11303458315300782,0.060077900617696814,0.04182240232914978,3.934374631152378e-05,0.0002754062241806665,3.934374631152378e-05,0.0,0.0,14.419635076252757,18.36751089324622,3.947875816993463,Asia,0.08824802297674784,0.08824802297674784,0.0062949994098438055,0.264626037691309,0.28457331707125155,0.28457331707125155,0.28457331707125155,0.19003029468465987,0.19003029468465987,0.19003029468465987
487,489,499.0,Jabalpur,187.801588666,1352.449,356.0,India,90332.1799513,187801588.666,1048876.380894661,1049,"{2: 24, 3: 3094, 4: 1, 5: 158, 6: 9233, 8: 478, 9: 1674, 11: 652, 12: 290, 13: 14, 14: 4768, 15: 1, 16: 15, 17: 32}","{2: 0.0011745130664578642, 3: 0.15141430948419302, 4: 4.893804443574435e-05, 5: 0.007732211020847607, 6: 0.4518449642752276, 8: 0.0233923852402858, 9: 0.08192228638543604, 11: 0.03190760497210531, 12: 0.014192032886365861, 13: 0.0006851326221004208, 14: 0.23333659586962904, 15: 4.893804443574435e-05, 16: 0.0007340706665361652, 17: 0.0015660174219438191}",0.0,0.0011745130664578642,0.15141430948419302,4.893804443574435e-05,0.007732211020847607,0.4518449642752276,0.0233923852402858,0.08192228638543604,0.0,0.03190760497210531,0.014192032886365861,0.23333659586962904,4.893804443574435e-05,0.0007340706665361652,0.0015660174219438191,0.0,0.0006851326221004208,25.426652892562014,28.10915977961436,2.6825068870523445,Asia,0.15258882255065087,0.15258882255065087,4.893804443574435e-05,0.17598120779093668,0.1760301458353724,0.1760301458353724,0.1760301458353724,0.0233923852402858,0.0233923852402858,0.0233923852402858
488,490,500.0,"Jackson, Mississippi",233.092433913,391.408,840.0,United States of America,135433.758288,233092433.913,129478.75550013501,129,"{3: 145, 4: 10, 5: 103, 6: 9970, 8: 3217, 9: 2393, 10: 1, 11: 6812, 12: 4189, 14: 445, 15: 3, 16: 3, 17: 217}","{3: 0.005271193834520867, 4: 0.0003635306092773012, 5: 0.003744365275556202, 6: 0.36244001744946924, 8: 0.11694779700450778, 9: 0.08699287480005817, 10: 3.6353060927730115e-05, 11: 0.24763705103969755, 12: 0.15228297222626144, 14: 0.0161771121128399, 15: 0.00010905918278319034, 16: 0.00010905918278319034, 17: 0.007888614221317435}",0.0,0.0,0.005271193834520867,0.0003635306092773012,0.003744365275556202,0.36244001744946924,0.11694779700450778,0.08699287480005817,3.6353060927730115e-05,0.24763705103969755,0.15228297222626144,0.0161771121128399,0.00010905918278319034,0.00010905918278319034,0.007888614221317435,0.0,0.0,18.063333333333368,21.617213541666697,3.5538802083333287,North America,0.005271193834520867,0.005271193834520867,0.0003635306092773012,0.12221899083902864,0.12261887450923367,0.12261887450923367,0.12261887450923367,0.1169841500654355,0.1169841500654355,0.1169841500654355
489,491,501.0,"Jacksonville, Florida",700.048156287,1189.681,840.0,United States of America,1356404.59549,700048156.287,585223.5789183287,585,"{1: 1, 2: 10, 3: 1136, 4: 298, 5: 1819, 6: 38743, 8: 10229, 9: 2481, 10: 128, 11: 16623, 12: 5715, 14: 2747, 15: 13, 16: 57, 17: 1099}","{1: 1.2330608268905905e-05, 2: 0.00012330608268905905, 3: 0.014007570993477108, 4: 0.0036745212641339595, 5: 0.02242937644113984, 6: 0.4777247561622215, 8: 0.12612979198263852, 9: 0.030592239115155552, 10: 0.0015783178584199559, 11: 0.20497170125402286, 12: 0.07046942625679725, 14: 0.033872180914684524, 15: 0.00016029790749577677, 16: 0.0007028446713276366, 17: 0.013551338487527589}",1.2330608268905905e-05,0.00012330608268905905,0.014007570993477108,0.0036745212641339595,0.02242937644113984,0.4777247561622215,0.12612979198263852,0.030592239115155552,0.0015783178584199559,0.20497170125402286,0.07046942625679725,0.033872180914684524,0.00016029790749577677,0.0007028446713276366,0.013551338487527589,0.0,0.0,20.34418604651166,23.63986081747713,3.2956747709654692,North America,0.014143207684435073,0.014143207684435073,0.0036868518724028653,0.1402729996670736,0.1455258387896275,0.1455258387896275,0.1455258387896275,0.1277204404493274,0.1277204404493274,0.12770810984105846
490,492,502.0,Jaipur,443.762887718,3549.106,356.0,India,127375.118093,443762887.718,2975522.8339395523,2976,"{2: 238, 3: 14147, 5: 62, 6: 21506, 8: 2746, 9: 3741, 11: 413, 12: 772, 13: 860, 14: 3709, 15: 13, 16: 1551, 17: 14}","{2: 0.004781805030941092, 3: 0.28423611669211607, 5: 0.0012456803021779314, 6: 0.4320903319135257, 8: 0.05517158241581612, 9: 0.0751627421039942, 11: 0.008297838141927189, 12: 0.015510728923892951, 13: 0.01727879128827453, 14: 0.07451981033512818, 15: 0.0002611910311018243, 16: 0.031162099172225347, 17: 0.00028128264887888774}",0.0,0.004781805030941092,0.28423611669211607,0.0,0.0012456803021779314,0.4320903319135257,0.05517158241581612,0.0751627421039942,0.0,0.008297838141927189,0.015510728923892951,0.07451981033512818,0.0002611910311018243,0.031162099172225347,0.00028128264887888774,0.0,0.01727879128827453,24.97904390525711,27.18867706528022,2.2096331600231096,Asia,0.2890179217230572,0.2890179217230572,0.0,0.3441895041388733,0.3441895041388733,0.3441895041388733,0.3441895041388733,0.05517158241581612,0.05517158241581612,0.05517158241581612
491,493,503.0,Jalandhar,186.629381816,972.86,356.0,India,66087.9292502,186629381.816,942832.4963219166,943,"{3: 4353, 4: 1, 5: 287, 6: 6688, 8: 1612, 9: 1988, 11: 2, 12: 1, 14: 6915, 16: 4}","{3: 0.19921285067044986, 4: 4.576449590407762e-05, 5: 0.013134410324470276, 6: 0.3060729486064711, 8: 0.07377236739737311, 9: 0.0909798178573063, 11: 9.152899180815524e-05, 12: 4.576449590407762e-05, 14: 0.3164614891766967, 16: 0.00018305798361631048}",0.0,0.0,0.19921285067044986,4.576449590407762e-05,0.013134410324470276,0.3060729486064711,0.07377236739737311,0.0909798178573063,0.0,9.152899180815524e-05,4.576449590407762e-05,0.3164614891766967,0.0,0.00018305798361631048,0.0,0.0,0.0,23.1257728494624,26.1507728494624,3.0249999999999986,Asia,0.19921285067044986,0.19921285067044986,4.576449590407762e-05,0.27298521806782294,0.27303098256372704,0.27303098256372704,0.27303098256372704,0.07377236739737311,0.07377236739737311,0.07377236739737311
492,494,504.0,Jalgaon,98.8633617663,516.505,356.0,India,44317.63710900001,98863361.7663,400225.9284607172,400,"{2: 2, 3: 1917, 5: 12, 6: 2132, 8: 355, 9: 1435, 11: 5, 12: 19, 13: 212, 14: 3522, 15: 1, 16: 918, 17: 59}","{2: 0.00018887524789876287, 3: 0.1810369251109642, 5: 0.0011332514873925773, 6: 0.20134101426008122, 8: 0.03352535650203041, 9: 0.13551799036736237, 11: 0.0004721881197469072, 12: 0.0017943148550382472, 13: 0.020020776277268865, 14: 0.3326093115497214, 15: 9.443762394938144e-05, 16: 0.08669373878553216, 17: 0.005571819813013504}",0.0,0.00018887524789876287,0.1810369251109642,0.0,0.0011332514873925773,0.20134101426008122,0.03352535650203041,0.13551799036736237,0.0,0.0004721881197469072,0.0017943148550382472,0.3326093115497214,9.443762394938144e-05,0.08669373878553216,0.005571819813013504,0.0,0.020020776277268865,26.91720867208676,29.35054200542009,2.43333333333333,Asia,0.18122580035886296,0.18122580035886296,0.0,0.21475115686089336,0.21475115686089336,0.21475115686089336,0.21475115686089336,0.03352535650203041,0.03352535650203041,0.03352535650203041
493,495,505.0,Jalna,82.0785526562,315.05,356.0,India,45603.6853688,82078552.6562,232259.74353861806,232,"{2: 47, 3: 353, 5: 5, 6: 1658, 8: 657, 9: 1205, 10: 12, 11: 2, 12: 17, 13: 38, 14: 1598, 15: 8, 16: 3083, 17: 49}","{2: 0.00538250114521301, 3: 0.04042601923957856, 5: 0.0005726065048098947, 6: 0.18987631699496108, 8: 0.07524049473202016, 9: 0.1379981676591846, 10: 0.001374255611543747, 11: 0.00022904260192395785, 12: 0.0019468621163536417, 13: 0.004351809436555199, 14: 0.18300503893724232, 15: 0.0009161704076958314, 16: 0.35306917086578105, 17: 0.005611543747136968}",0.0,0.00538250114521301,0.04042601923957856,0.0,0.0005726065048098947,0.18987631699496108,0.07524049473202016,0.1379981676591846,0.001374255611543747,0.00022904260192395785,0.0019468621163536417,0.18300503893724232,0.0009161704076958314,0.35306917086578105,0.005611543747136968,0.0,0.004351809436555199,26.086363636363664,28.828535353535383,2.742171717171722,Asia,0.045808520384791565,0.045808520384791565,0.0,0.12104901511681172,0.12242327072835547,0.12242327072835547,0.12242327072835547,0.07661475034356391,0.07661475034356391,0.07661475034356391
494,496,506.0,Jambi,203.399749076,619.526,360.0,Indonesia,78450.93019460002,203399749.07599998,681932.4951788187,682,"{2: 15, 3: 1153, 4: 19, 5: 16, 6: 10622, 8: 285, 9: 4505, 11: 2257, 12: 1132, 14: 234, 15: 1, 16: 11, 17: 107}","{2: 0.0007368472761212359, 3: 0.05663899395785234, 4: 0.0009333398830868989, 5: 0.0007859704278626517, 6: 0.5217861177973179, 8: 0.014000098246303484, 9: 0.22129979859507787, 11: 0.1108709534803753, 12: 0.055607407771282605, 14: 0.01149481750749128, 15: 4.912315174141573e-05, 16: 0.000540354669155573, 17: 0.005256177236331483}",0.0,0.0007368472761212359,0.05663899395785234,0.0009333398830868989,0.0007859704278626517,0.5217861177973179,0.014000098246303484,0.22129979859507787,0.0,0.1108709534803753,0.055607407771282605,0.01149481750749128,4.912315174141573e-05,0.000540354669155573,0.005256177236331483,0.0,0.0,26.487517730496485,29.657659574468124,3.1701418439716385,Asia,0.057375841233973573,0.057375841233973573,0.0009333398830868989,0.07137593948027705,0.07230927936336395,0.07230927936336395,0.07230927936336395,0.014000098246303484,0.014000098246303484,0.014000098246303484
495,497,507.0,Jammu,205.702761716,675.647,356.0,India,92707.1504877,205702761.716,728381.0759029388,728,"{2: 3, 3: 2688, 4: 2, 5: 261, 6: 12096, 7: 1, 8: 831, 9: 1943, 11: 1372, 12: 351, 13: 5, 14: 4338, 15: 25, 16: 454, 17: 81}","{2: 0.00012269436832849372, 3: 0.10993415402233038, 4: 8.179624555232915e-05, 5: 0.010674410044578954, 6: 0.4947036931004867, 7: 4.0898122776164575e-05, 8: 0.03398634002699276, 9: 0.07946505255408777, 11: 0.056112224448897796, 12: 0.014355241094433766, 13: 0.00020449061388082287, 14: 0.17741605660300191, 15: 0.0010224530694041144, 16: 0.018567747740378716, 17: 0.0033127479448693303}",0.0,0.00012269436832849372,0.10993415402233038,8.179624555232915e-05,0.010674410044578954,0.4947036931004867,0.03398634002699276,0.07946505255408777,0.0,0.056112224448897796,0.014355241094433766,0.17741605660300191,0.0010224530694041144,0.018567747740378716,0.0033127479448693303,4.0898122776164575e-05,0.00020449061388082287,22.18526995305168,25.345510563380316,3.1602406103286356,Asia,0.11005684839065888,0.11005684839065888,8.179624555232915e-05,0.14404318841765162,0.14412498466320395,0.14412498466320395,0.14412498466320395,0.03398634002699276,0.03398634002699276,0.03398634002699276
